MatchId,BotType,Result,TimeMs,TotalClicks
262,Bot0,DEFEAT,0.01160,3
263,Bot0,DEFEAT,0.01370,3
264,Bot0,DEFEAT,0.00430,3
265,Bot0,DEFEAT,0.01000,3
266,Bot0,DEFEAT,0.00880,2
267,Bot0,DEFEAT,0.00370,3
268,Bot0,DEFEAT,0.04440,5
269,Bot0,DEFEAT,0.00280,1
270,Bot0,DEFEAT,0.01040,3
271,Bot0,DEFEAT,0.00190,1
272,Bot0,DEFEAT,0.01820,2
273,Bot0,DEFEAT,0.00930,2
274,Bot0,DEFEAT,0.01130,4
275,Bot0,DEFEAT,0.01250,4
276,Bot0,DEFEAT,0.00240,1
277,Bot0,DEFEAT,0.00310,2
278,Bot0,DEFEAT,0.01180,6
279,Bot0,DEFEAT,0.00940,5
280,Bot0,DEFEAT,0.01050,2
281,Bot0,DEFEAT,0.01330,5
282,Bot0,DEFEAT,0.00200,1
283,Bot0,DEFEAT,0.00390,2
284,Bot0,DEFEAT,0.01110,2
285,Bot0,DEFEAT,0.01010,3
286,Bot0,DEFEAT,0.03920,4
287,Bot0,DEFEAT,0.00520,4
288,Bot0,DEFEAT,0.00930,4
289,Bot0,DEFEAT,0.01200,4
290,Bot0,DEFEAT,0.01020,3
291,Bot0,DEFEAT,0.01350,5
292,Bot0,DEFEAT,0.01310,2
293,Bot0,DEFEAT,0.01660,5
294,Bot0,DEFEAT,0.00980,4
295,Bot0,DEFEAT,0.01210,7
296,Bot0,DEFEAT,0.00910,3
297,Bot0,DEFEAT,0.04620,7
298,Bot0,DEFEAT,0.00730,5
299,Bot0,DEFEAT,0.01100,9
300,Bot0,DEFEAT,0.00860,4
301,Bot0,DEFEAT,0.01020,6
302,Bot0,DEFEAT,0.00990,3
303,Bot0,DEFEAT,0.00860,4
304,Bot0,DEFEAT,0.01030,4
305,Bot0,DEFEAT,0.00090,1
306,Bot0,DEFEAT,0.00110,1
307,Bot0,DEFEAT,0.01000,4
308,Bot0,DEFEAT,0.01030,6
309,Bot0,DEFEAT,0.00720,2
310,Bot0,DEFEAT,0.01470,2
311,Bot0,DEFEAT,0.00670,3
312,Bot0,DEFEAT,0.01080,8
313,Bot0,DEFEAT,0.01120,6
314,Bot0,DEFEAT,0.00720,2
315,Bot0,DEFEAT,0.00790,2
316,Bot0,DEFEAT,0.00140,1
317,Bot0,DEFEAT,0.00980,9
318,Bot0,DEFEAT,0.00940,2
319,Bot0,DEFEAT,0.00380,2
320,Bot0,DEFEAT,0.01100,10
321,Bot0,DEFEAT,0.00690,3
322,Bot0,DEFEAT,0.00950,4
323,Bot0,DEFEAT,0.00140,1
324,Bot0,DEFEAT,0.00840,7
325,Bot0,DEFEAT,0.00650,2
326,Bot0,DEFEAT,0.00140,1
327,Bot0,DEFEAT,0.01020,3
328,Bot0,DEFEAT,0.00770,4
329,Bot0,DEFEAT,0.00950,3
330,Bot0,DEFEAT,0.00830,5
331,Bot0,DEFEAT,0.00930,5
332,Bot0,DEFEAT,0.00430,4
333,Bot0,DEFEAT,0.00770,4
334,Bot0,DEFEAT,0.00820,5
335,Bot0,DEFEAT,0.00150,1
336,Bot0,DEFEAT,0.00300,2
337,Bot0,DEFEAT,0.01070,6
338,Bot0,DEFEAT,0.00180,2
339,Bot0,DEFEAT,0.00810,4
340,Bot0,DEFEAT,0.00860,2
341,Bot0,DEFEAT,0.00890,3
342,Bot0,DEFEAT,0.00230,3
343,Bot0,DEFEAT,0.00550,2
344,Bot0,DEFEAT,0.00810,4
345,Bot0,DEFEAT,0.00430,4
346,Bot0,DEFEAT,0.00200,3
347,Bot0,DEFEAT,0.00800,3
348,Bot0,DEFEAT,0.01040,4
349,Bot0,DEFEAT,0.00590,3
350,Bot0,DEFEAT,0.00550,5
351,Bot0,DEFEAT,0.00120,1
352,Bot0,DEFEAT,0.00940,3
353,Bot0,DEFEAT,0.01040,7
354,Bot0,DEFEAT,0.00940,2
355,Bot0,DEFEAT,0.01070,2
356,Bot0,DEFEAT,0.00730,3
357,Bot0,DEFEAT,0.01020,6
358,Bot0,DEFEAT,0.00340,1
359,Bot0,DEFEAT,0.01090,8
360,Bot0,DEFEAT,0.00740,2
361,Bot0,DEFEAT,0.00150,2
362,Bot0,DEFEAT,0.00290,3
363,Bot0,DEFEAT,0.00150,2
364,Bot0,DEFEAT,0.01460,4
365,Bot0,DEFEAT,0.00670,2
366,Bot0,DEFEAT,0.00120,1
367,Bot0,DEFEAT,0.01150,5
368,Bot0,DEFEAT,0.00830,5
369,Bot0,DEFEAT,0.01280,10
370,Bot0,DEFEAT,0.00860,8
371,Bot0,DEFEAT,0.01050,6
372,Bot0,DEFEAT,0.01160,10
373,Bot0,DEFEAT,0.00680,5
374,Bot0,DEFEAT,0.00980,2
375,Bot0,DEFEAT,0.00720,3
376,Bot0,DEFEAT,0.00710,6
377,Bot0,DEFEAT,0.01060,6
378,Bot0,DEFEAT,0.01030,4
379,Bot0,DEFEAT,0.01340,6
380,Bot0,DEFEAT,0.01010,6
381,Bot0,DEFEAT,0.01060,4
382,Bot0,DEFEAT,0.00300,1
383,Bot0,DEFEAT,0.00920,3
384,Bot0,DEFEAT,0.01000,3
385,Bot0,DEFEAT,0.00940,7
386,Bot0,DEFEAT,0.00610,2
387,Bot0,DEFEAT,0.01120,5
388,Bot0,DEFEAT,0.00810,3
389,Bot0,DEFEAT,0.00940,5
390,Bot0,DEFEAT,0.01380,3
391,Bot0,DEFEAT,0.00690,3
392,Bot0,DEFEAT,0.00910,2
393,Bot0,DEFEAT,0.00940,2
394,Bot0,DEFEAT,0.01170,9
395,Bot0,DEFEAT,0.00970,6
396,Bot0,DEFEAT,0.01000,2
397,Bot0,DEFEAT,0.01040,5
398,Bot0,DEFEAT,0.02470,6
399,Bot0,DEFEAT,0.00940,3
400,Bot0,DEFEAT,0.01160,2
401,Bot0,DEFEAT,0.00160,1
402,Bot0,DEFEAT,0.01080,7
403,Bot0,DEFEAT,0.01320,4
404,Bot0,DEFEAT,0.00100,1
405,Bot0,DEFEAT,0.01140,13
406,Bot0,DEFEAT,0.00690,4
407,Bot0,DEFEAT,0.01060,5
408,Bot0,DEFEAT,0.00640,3
409,Bot0,DEFEAT,0.01250,4
410,Bot0,DEFEAT,0.00250,2
411,Bot0,DEFEAT,0.00180,2
412,Bot0,DEFEAT,0.00200,2
413,Bot0,DEFEAT,0.00710,3
414,Bot0,DEFEAT,0.00170,2
415,Bot0,DEFEAT,0.00990,3
416,Bot0,DEFEAT,0.00950,3
417,Bot0,DEFEAT,0.01160,8
418,Bot0,DEFEAT,0.00710,2
419,Bot0,DEFEAT,0.00140,2
420,Bot0,DEFEAT,0.00110,1
421,Bot0,DEFEAT,0.01610,2
422,Bot0,DEFEAT,0.00790,2
423,Bot0,DEFEAT,0.01510,17
424,Bot0,DEFEAT,0.00830,4
425,Bot0,DEFEAT,0.01220,9
426,Bot0,DEFEAT,0.00690,2
427,Bot0,DEFEAT,0.00940,3
428,Bot0,DEFEAT,0.00140,2
429,Bot0,DEFEAT,0.00860,2
430,Bot0,DEFEAT,0.00150,1
431,Bot0,DEFEAT,0.00680,5
432,Bot0,DEFEAT,0.00150,1
433,Bot0,DEFEAT,0.01000,6
434,Bot0,DEFEAT,0.00800,6
435,Bot0,DEFEAT,0.01150,5
436,Bot0,DEFEAT,0.01110,3
437,Bot0,DEFEAT,0.00180,3
438,Bot0,DEFEAT,0.00740,4
439,Bot0,DEFEAT,0.00880,3
440,Bot0,DEFEAT,0.00740,3
441,Bot0,DEFEAT,0.00840,4
442,Bot0,DEFEAT,0.00850,4
443,Bot0,DEFEAT,0.00810,5
444,Bot0,DEFEAT,0.01030,4
445,Bot0,DEFEAT,0.00710,5
446,Bot0,DEFEAT,0.00890,2
447,Bot0,DEFEAT,0.01130,6
448,Bot0,DEFEAT,0.01040,3
449,Bot0,DEFEAT,0.00610,4
450,Bot0,DEFEAT,0.02260,5
451,Bot0,DEFEAT,0.01310,6
452,Bot0,DEFEAT,0.01050,3
453,Bot0,DEFEAT,0.00830,4
454,Bot0,DEFEAT,0.00150,2
455,Bot0,DEFEAT,0.01080,10
456,Bot0,VICTORY,0.00730,2
457,Bot0,DEFEAT,0.00890,2
458,Bot0,DEFEAT,0.01240,7
459,Bot0,DEFEAT,0.00380,2
460,Bot0,DEFEAT,0.00960,6
461,Bot0,DEFEAT,0.00630,2
462,Bot0,DEFEAT,0.00890,4
463,Bot0,DEFEAT,0.01030,3
464,Bot0,DEFEAT,0.01010,5
465,Bot0,DEFEAT,0.00600,2
466,Bot0,DEFEAT,0.00730,3
467,Bot0,DEFEAT,0.01120,6
468,Bot0,DEFEAT,0.00750,5
469,Bot0,DEFEAT,0.00960,2
470,Bot0,DEFEAT,0.00750,3
471,Bot0,DEFEAT,0.01260,8
472,Bot0,DEFEAT,0.00890,6
473,Bot0,DEFEAT,0.01050,6
474,Bot0,DEFEAT,0.00640,7
475,Bot0,DEFEAT,0.00600,7
476,Bot0,DEFEAT,0.00940,6
477,Bot0,DEFEAT,0.01170,7
478,Bot0,DEFEAT,0.00990,4
479,Bot0,DEFEAT,0.00120,1
480,Bot0,DEFEAT,0.00770,4
481,Bot0,DEFEAT,0.00780,3
482,Bot0,DEFEAT,0.00990,4
483,Bot0,DEFEAT,0.00830,5
484,Bot0,DEFEAT,0.00700,2
485,Bot0,DEFEAT,0.00990,5
486,Bot0,DEFEAT,0.00220,3
487,Bot0,DEFEAT,0.00830,4
488,Bot0,DEFEAT,0.01250,8
489,Bot0,DEFEAT,0.00720,8
490,Bot0,DEFEAT,0.00920,8
491,Bot0,VICTORY,0.00830,5
492,Bot0,DEFEAT,0.00460,3
493,Bot0,DEFEAT,0.00130,1
494,Bot0,DEFEAT,0.00880,5
495,Bot0,DEFEAT,0.00680,4
496,Bot0,DEFEAT,0.00140,2
497,Bot0,DEFEAT,0.01290,11
498,Bot0,DEFEAT,0.00630,2
499,Bot0,DEFEAT,0.01010,3
500,Bot0,DEFEAT,0.01080,5
501,Bot0,DEFEAT,0.00160,1
502,Bot0,DEFEAT,0.00530,2
503,Bot0,DEFEAT,0.00960,6
504,Bot0,DEFEAT,0.01260,3
505,Bot0,DEFEAT,0.00370,3
506,Bot0,DEFEAT,0.00130,2
507,Bot0,DEFEAT,0.00780,5
508,Bot0,DEFEAT,0.01420,4
509,Bot0,DEFEAT,0.00840,5
510,Bot0,DEFEAT,0.00930,4
511,Bot0,DEFEAT,0.00940,10
512,Bot0,DEFEAT,0.00890,3
513,Bot0,DEFEAT,0.01110,8
514,Bot0,DEFEAT,0.00980,5
515,Bot0,DEFEAT,0.01060,3
516,Bot0,DEFEAT,0.00200,2
517,Bot0,DEFEAT,0.00090,1
518,Bot0,DEFEAT,0.00190,2
519,Bot0,DEFEAT,0.00790,2
520,Bot0,DEFEAT,0.00140,1
521,Bot0,DEFEAT,0.00890,2
522,Bot0,DEFEAT,0.00800,5
523,Bot0,DEFEAT,0.01010,5
524,Bot0,DEFEAT,0.00860,7
525,Bot0,DEFEAT,0.00990,2
526,Bot0,DEFEAT,0.01240,7
527,Bot0,DEFEAT,0.00190,1
528,Bot0,DEFEAT,0.00960,3
529,Bot0,DEFEAT,0.00360,2
530,Bot0,DEFEAT,0.00090,1
531,Bot0,DEFEAT,0.01690,7
532,Bot0,DEFEAT,0.08410,5
533,Bot0,DEFEAT,0.01020,2
534,Bot0,DEFEAT,0.00920,2
535,Bot0,DEFEAT,0.00670,4
536,Bot0,DEFEAT,0.01750,4
537,Bot0,DEFEAT,0.00730,2
538,Bot0,DEFEAT,0.67510,5
539,Bot0,DEFEAT,0.01130,4
540,Bot0,DEFEAT,0.01310,13
541,Bot0,DEFEAT,0.07580,6
542,Bot0,DEFEAT,0.00870,3
543,Bot0,DEFEAT,0.00150,1
544,Bot0,DEFEAT,0.00890,2
545,Bot0,DEFEAT,0.01030,4
546,Bot0,DEFEAT,0.00670,2
547,Bot0,DEFEAT,0.01090,6
548,Bot0,DEFEAT,0.00140,2
549,Bot0,DEFEAT,0.00760,3
550,Bot0,DEFEAT,0.00990,3
551,Bot0,DEFEAT,0.00990,5
552,Bot0,DEFEAT,0.00710,3
553,Bot0,DEFEAT,0.01040,3
554,Bot0,DEFEAT,0.00760,7
555,Bot0,DEFEAT,0.01170,6
556,Bot0,DEFEAT,0.00820,4
557,Bot0,DEFEAT,0.00720,2
558,Bot0,DEFEAT,0.00870,3
559,Bot0,DEFEAT,0.00730,2
560,Bot0,DEFEAT,0.01020,2
561,Bot0,DEFEAT,0.00610,4
562,Bot0,DEFEAT,0.01150,6
563,Bot0,DEFEAT,0.00850,3
564,Bot0,DEFEAT,0.01070,4
565,Bot0,DEFEAT,0.00090,1
566,Bot0,DEFEAT,0.00140,1
567,Bot0,DEFEAT,0.00670,2
568,Bot0,DEFEAT,0.00850,2
569,Bot0,DEFEAT,0.01210,5
570,Bot0,DEFEAT,0.00700,3
571,Bot0,DEFEAT,0.01080,3
572,Bot0,DEFEAT,0.00100,1
573,Bot0,DEFEAT,0.00830,6
574,Bot0,DEFEAT,0.00950,2
575,Bot0,DEFEAT,0.01070,3
576,Bot0,DEFEAT,0.01260,12
577,Bot0,DEFEAT,0.01120,7
578,Bot0,DEFEAT,0.00820,2
579,Bot0,DEFEAT,0.00890,6
580,Bot0,DEFEAT,0.00750,3
581,Bot0,DEFEAT,0.00840,2
582,Bot0,DEFEAT,0.01090,7
583,Bot0,DEFEAT,0.01020,7
584,Bot0,DEFEAT,0.00170,2
585,Bot0,DEFEAT,0.00950,3
586,Bot0,DEFEAT,0.00810,2
587,Bot0,DEFEAT,0.00710,3
588,Bot0,DEFEAT,0.00860,2
589,Bot0,DEFEAT,0.00700,3
590,Bot0,DEFEAT,0.00840,5
591,Bot0,DEFEAT,0.00970,10
592,Bot0,DEFEAT,0.01110,4
593,Bot0,DEFEAT,0.00660,2
594,Bot0,DEFEAT,0.01190,9
595,Bot0,DEFEAT,0.00790,4
596,Bot0,DEFEAT,0.00820,3
597,Bot0,DEFEAT,0.00980,8
598,Bot0,DEFEAT,0.01120,7
599,Bot0,DEFEAT,0.02650,3
600,Bot0,DEFEAT,0.03040,2
601,Bot0,DEFEAT,0.01320,18
602,Bot0,DEFEAT,0.00950,2
603,Bot0,DEFEAT,0.00100,1
604,Bot0,DEFEAT,0.01000,6
605,Bot0,DEFEAT,0.01190,3
606,Bot0,DEFEAT,0.01060,5
607,Bot0,DEFEAT,0.01330,5
608,Bot0,DEFEAT,0.00880,4
609,Bot0,DEFEAT,0.00850,4
610,Bot0,DEFEAT,0.00740,3
611,Bot0,DEFEAT,0.00140,1
612,Bot0,DEFEAT,0.00340,4
613,Bot0,DEFEAT,0.00670,3
614,Bot0,DEFEAT,0.00670,2
615,Bot0,DEFEAT,0.01730,6
616,Bot0,DEFEAT,0.01370,13
617,Bot0,DEFEAT,0.01300,3
618,Bot0,DEFEAT,0.00880,4
619,Bot0,VICTORY,0.01040,6
620,Bot0,DEFEAT,0.00810,3
621,Bot0,DEFEAT,0.00730,4
622,Bot0,DEFEAT,0.01070,6
623,Bot0,DEFEAT,0.00830,6
624,Bot0,DEFEAT,0.00170,2
625,Bot0,DEFEAT,0.01020,5
626,Bot0,DEFEAT,0.00850,6
627,Bot0,DEFEAT,0.00110,1
628,Bot0,DEFEAT,0.00960,4
629,Bot0,DEFEAT,0.00770,6
630,Bot0,DEFEAT,0.02390,7
631,Bot0,DEFEAT,0.01610,2
632,Bot0,DEFEAT,0.02140,4
633,Bot0,DEFEAT,0.00900,3
634,Bot0,DEFEAT,0.01800,6
635,Bot0,DEFEAT,0.00570,6
636,Bot0,DEFEAT,0.02290,8
637,Bot0,DEFEAT,0.00840,2
638,Bot0,DEFEAT,0.01020,4
639,Bot0,DEFEAT,0.01240,10
640,Bot0,DEFEAT,0.00950,2
641,Bot0,DEFEAT,0.00880,3
642,Bot0,DEFEAT,0.01220,14
643,Bot0,DEFEAT,0.00860,2
644,Bot0,DEFEAT,0.01000,6
645,Bot0,DEFEAT,0.00840,2
646,Bot0,DEFEAT,0.00770,4
647,Bot0,DEFEAT,0.00890,2
648,Bot0,DEFEAT,0.00870,3
649,Bot0,DEFEAT,0.00900,6
650,Bot0,DEFEAT,0.01090,8
651,Bot0,DEFEAT,0.01330,4
652,Bot0,DEFEAT,0.00940,5
653,Bot0,DEFEAT,0.00830,4
654,Bot0,DEFEAT,0.01010,4
655,Bot0,DEFEAT,0.00580,3
656,Bot0,DEFEAT,0.00250,4
657,Bot0,DEFEAT,0.00860,7
658,Bot0,DEFEAT,0.00960,2
659,Bot0,DEFEAT,0.00690,5
660,Bot0,DEFEAT,0.00800,6
661,Bot0,DEFEAT,0.00820,2
662,Bot0,DEFEAT,0.00640,3
