MatchId,BotType,Result,TimeMs,TotalClicks
253,0,DEFEAT,0.1331,4
254,0,DEFEAT,0.1852,3
255,0,DEFEAT,0.1104,1
256,0,DEFEAT,1.8002,3
257,0,DEFEAT,0.1123,2
258,0,DEFEAT,0.6042,4
259,0,DEFEAT,0.0921,2
260,0,DEFEAT,0.3181,7
261,0,DEFEAT,0.2012,2
262,0,DEFEAT,0.1365,4
263,0,DEFEAT,0.2240,6
264,0,DEFEAT,0.1343,2
265,0,DEFEAT,0.2917,7
266,0,DEFEAT,0.4334,11
267,0,DEFEAT,0.4277,11
268,0,DEFEAT,0.2162,3
269,0,DEFEAT,0.3052,4
270,0,DEFEAT,0.3742,8
271,0,DEFEAT,0.0796,2
272,0,DEFEAT,0.1659,3
273,0,DEFEAT,1.9523,3
274,0,DEFEAT,0.3817,4
275,0,DEFEAT,0.1836,6
276,0,DEFEAT,0.2168,6
277,0,DEFEAT,0.4277,3
278,0,DEFEAT,0.3250,3
279,0,DEFEAT,0.3069,4
280,0,DEFEAT,0.1300,1
281,0,DEFEAT,0.1058,3
282,0,DEFEAT,0.3034,5
283,0,DEFEAT,0.3295,8
284,0,DEFEAT,0.1711,1
285,0,DEFEAT,0.1598,2
286,0,DEFEAT,0.1551,5
287,0,DEFEAT,0.3490,4
288,0,DEFEAT,0.2723,9
289,0,DEFEAT,0.2294,6
290,0,DEFEAT,0.1600,5
291,0,DEFEAT,0.0536,1
292,0,DEFEAT,0.0722,1
293,0,DEFEAT,0.7958,2
294,0,DEFEAT,0.2786,4
295,0,DEFEAT,0.2440,5
296,0,DEFEAT,0.2764,5
297,0,DEFEAT,0.0768,3
298,0,DEFEAT,0.0555,7
299,0,DEFEAT,0.2704,9
300,0,DEFEAT,0.2611,3
301,0,DEFEAT,0.3114,7
302,0,DEFEAT,0.0836,2
303,0,DEFEAT,0.1460,2
304,0,DEFEAT,0.0641,1
305,0,DEFEAT,0.2117,4
306,0,DEFEAT,0.1010,3
307,0,DEFEAT,0.2522,3
308,0,DEFEAT,0.0919,2
309,0,DEFEAT,0.1503,3
310,0,DEFEAT,0.3000,8
311,0,DEFEAT,0.4561,2
312,0,DEFEAT,0.1805,1
313,0,DEFEAT,0.0481,1
314,0,DEFEAT,0.0497,2
315,0,DEFEAT,0.0166,2
316,0,DEFEAT,0.0322,6
317,0,DEFEAT,0.0238,3
318,0,DEFEAT,0.0359,1
319,0,DEFEAT,0.0130,1
320,0,DEFEAT,0.0254,3
321,0,DEFEAT,0.0432,4
322,0,DEFEAT,0.0278,5
323,0,DEFEAT,0.0295,4
324,0,DEFEAT,0.2338,8
325,0,DEFEAT,0.0851,1
326,0,DEFEAT,0.2448,5
327,0,DEFEAT,0.0651,1
328,0,DEFEAT,0.1339,4
329,0,DEFEAT,0.3648,6
330,0,DEFEAT,0.0948,2
331,0,DEFEAT,0.0812,2
332,0,DEFEAT,0.2488,3
333,0,DEFEAT,0.0627,1
334,0,DEFEAT,0.2564,6
335,0,DEFEAT,0.0828,2
336,0,DEFEAT,0.1514,3
337,0,DEFEAT,0.0677,5
338,0,DEFEAT,0.1310,1
339,0,DEFEAT,0.1310,3
340,0,DEFEAT,0.0211,1
341,0,DEFEAT,0.0107,1
342,0,DEFEAT,0.3378,3
343,0,DEFEAT,0.2730,12
344,0,DEFEAT,0.1099,2
345,0,DEFEAT,0.2127,5
346,0,DEFEAT,0.1534,4
347,0,DEFEAT,0.0795,2
348,0,DEFEAT,0.0174,1
349,0,DEFEAT,0.0201,3
350,0,DEFEAT,0.0098,1
351,0,DEFEAT,0.0094,1
352,0,DEFEAT,0.0220,4
353,0,DEFEAT,0.0162,2
354,0,DEFEAT,0.2947,8
355,0,DEFEAT,0.0712,3
356,0,DEFEAT,0.0171,2
357,0,DEFEAT,0.0176,3
358,0,DEFEAT,0.0302,5
359,0,DEFEAT,0.0165,2
360,0,DEFEAT,0.2008,3
361,0,DEFEAT,0.4100,7
362,0,DEFEAT,0.1220,3
363,0,DEFEAT,0.1670,5
364,0,DEFEAT,0.2073,3
365,0,DEFEAT,0.0630,1
366,0,DEFEAT,0.2545,6
367,0,DEFEAT,0.0765,2
368,0,DEFEAT,0.3786,6
369,0,DEFEAT,0.0771,2
370,0,DEFEAT,0.0763,2
371,0,DEFEAT,0.1024,3
372,0,DEFEAT,0.1510,5
373,0,DEFEAT,0.1461,5
374,0,DEFEAT,0.2469,2
375,0,DEFEAT,0.2623,9
376,0,DEFEAT,0.0832,2
377,0,DEFEAT,0.1037,3
378,0,DEFEAT,0.1038,2
379,0,DEFEAT,0.0968,5
380,0,DEFEAT,0.0193,2
381,0,DEFEAT,0.0236,4
382,0,DEFEAT,0.1428,4
383,0,DEFEAT,0.4309,4
384,0,DEFEAT,0.0715,1
385,0,DEFEAT,0.6256,7
386,0,DEFEAT,0.2643,4
387,0,DEFEAT,0.3243,8
388,0,DEFEAT,0.4464,12
389,0,DEFEAT,0.1848,4
390,0,DEFEAT,0.1855,5
391,0,DEFEAT,0.1167,3
392,0,DEFEAT,0.0860,2
393,0,DEFEAT,0.6544,4
394,0,DEFEAT,1.5142,5
395,0,DEFEAT,0.0253,4
396,0,DEFEAT,0.0214,2
397,0,DEFEAT,0.0158,2
398,0,DEFEAT,0.1517,4
399,0,DEFEAT,0.0385,6
400,0,DEFEAT,0.0157,2
401,0,DEFEAT,0.0288,4
402,0,DEFEAT,0.1520,7
403,0,DEFEAT,0.0110,1
404,0,DEFEAT,0.0094,1
405,0,DEFEAT,0.0155,2
406,0,DEFEAT,0.0395,7
407,0,DEFEAT,0.0925,4
408,0,DEFEAT,0.0704,7
409,0,DEFEAT,0.0154,2
410,0,DEFEAT,0.0089,1
411,0,DEFEAT,0.1114,3
412,0,DEFEAT,0.2319,4
413,0,DEFEAT,0.0767,4
414,0,DEFEAT,0.0368,5
415,0,DEFEAT,0.0814,5
416,0,DEFEAT,0.0387,3
417,0,DEFEAT,0.0194,2
418,0,DEFEAT,0.0355,5
419,0,DEFEAT,0.0150,2
420,0,DEFEAT,0.0164,2
421,0,DEFEAT,0.8649,5
422,0,DEFEAT,0.1671,11
423,0,DEFEAT,0.0989,4
424,0,DEFEAT,0.0418,4
425,0,DEFEAT,0.0196,2
426,0,DEFEAT,0.0155,1
427,0,DEFEAT,0.0195,2
428,0,DEFEAT,0.0156,2
429,0,DEFEAT,0.0193,3
430,0,DEFEAT,0.0095,1
431,0,DEFEAT,0.1351,7
432,0,DEFEAT,0.0234,3
433,0,DEFEAT,0.0176,3
434,0,DEFEAT,0.0550,8
435,0,DEFEAT,0.0345,5
436,0,DEFEAT,0.0128,1
437,0,DEFEAT,0.0237,2
438,0,DEFEAT,0.0342,7
439,0,DEFEAT,0.0293,5
440,0,DEFEAT,0.0337,6
441,0,DEFEAT,0.0305,6
442,0,DEFEAT,0.0655,3
443,0,DEFEAT,0.0703,2
444,0,DEFEAT,0.0272,5
445,0,DEFEAT,0.3927,5
446,0,DEFEAT,0.1153,3
447,0,DEFEAT,0.2569,5
448,0,DEFEAT,0.0198,3
449,0,DEFEAT,0.0096,1
450,0,DEFEAT,0.0337,7
451,0,DEFEAT,0.0249,4
452,0,DEFEAT,0.0694,2
453,0,DEFEAT,0.0290,4
454,0,DEFEAT,0.0274,5
455,0,DEFEAT,0.0237,4
456,0,DEFEAT,0.0295,5
457,0,DEFEAT,0.1861,7
458,0,DEFEAT,0.7338,11
459,0,DEFEAT,0.0146,2
460,0,DEFEAT,0.0426,10
461,0,DEFEAT,0.0318,6
462,0,DEFEAT,0.0139,1
